-2.747100000000000000e+04 -3.667180000000000000e+05 -8.045000000000000000e+04 4.692952206823974848e-04 2.102468424709513783e-04 1.392188569298014045e-04 3.235654439777135849e-04
-2.648500000000000000e+04 -3.667080000000000000e+05 -8.046500000000000000e+04 5.175483529455959797e-04 2.422826073598116636e-04 3.106894437223672867e-04 2.848007716238498688e-04
-2.555400000000000000e+04 -3.667270000000000000e+05 -8.046500000000000000e+04 5.799094215035438538e-04 2.926031302195042372e-04 1.294267131015658379e-04 6.355954246828332543e-05
-2.448500000000000000e+04 -3.667350000000000000e+05 -8.045800000000000000e+04 9.033403475768864155e-04 6.836708053015172482e-04 5.483839777298271656e-05 2.443181292619556189e-04
-2.338200000000000000e+04 -3.667500000000000000e+05 -8.045800000000000000e+04 6.113636773079633713e-04 1.423204957973212004e-04 2.602975873742252588e-04 4.620816907845437527e-04
-2.240400000000000000e+04 -3.667030000000000000e+05 -8.042900000000000000e+04 4.791609826497733593e-04 4.418668686412274837e-04 1.120153756346553564e-04 5.940233822911977768e-04
-2.139800000000000000e+04 -3.666810000000000000e+05 -8.045800000000000000e+04 3.054159169550985098e-04 3.959308378398418427e-05 5.752328434027731419e-04 4.234223451931029558e-04
-2.044600000000000000e+04 -3.667550000000000000e+05 -8.046000000000000000e+04 2.753791632130742073e-04 2.093288494506850839e-04 1.446756796212866902e-04 4.892739234492182732e-04
-1.946200000000000000e+04 -3.667570000000000000e+05 -8.045900000000000000e+04 4.937800113111734390e-04 6.340479740174487233e-05 3.005300532095134258e-04 3.146471281070262194e-04
-1.836300000000000000e+04 -3.667510000000000000e+05 -8.047800000000000000e+04 4.891089629381895065e-04 1.359582529403269291e-04 4.357876605354249477e-04 2.705710649024695158e-04
-1.737900000000000000e+04 -3.667490000000000000e+05 -8.047700000000000000e+04 3.276932984590530396e-04 2.084521402139216661e-04 4.175286449026316404e-04 3.207160916645079851e-04
-1.634900000000000000e+04 -3.667460000000000000e+05 -8.047000000000000000e+04 2.445112913846969604e-04 1.936735498020425439e-04 1.499897480243816972e-04 3.763292334042489529e-04
-1.528200000000000000e+04 -3.667400000000000000e+05 -8.048100000000000000e+04 2.211062383139505982e-04 2.750226994976401329e-04 3.798530087806284428e-04 5.251924158073961735e-04
-1.425000000000000000e+04 -3.667460000000000000e+05 -8.047700000000000000e+04 3.222323430236428976e-04 4.080609069205820560e-04 4.113910254091024399e-04 4.285948525648564100e-04
-1.328000000000000000e+04 -3.667440000000000000e+05 -8.047600000000000000e+04 4.235653614159673452e-04 2.310336567461490631e-04 5.728725809603929520e-04 3.991059202235192060e-04
-1.223500000000000000e+04 -3.667460000000000000e+05 -8.048400000000000000e+04 3.197056357748806477e-04 2.203514013672247529e-04 3.958422166761010885e-04 2.028645685641095042e-04
-1.115300000000000000e+04 -3.667380000000000000e+05 -8.048400000000000000e+04 1.385224022669717669e-04 4.908398841507732868e-04 2.283970825374126434e-04 4.275600949767976999e-04
-1.016500000000000000e+04 -3.667390000000000000e+05 -8.047900000000000000e+04 2.931857015937566757e-04 1.191465780721046031e-04 4.321493324823677540e-04 1.911587969516403973e-05
-9.104000000000000000e+03 -3.666940000000000000e+05 -8.047900000000000000e+04 2.783529926091432571e-04 4.260188143234699965e-04 4.270760691724717617e-04 2.551616926211863756e-04
-8.099000000000000000e+03 -3.667400000000000000e+05 -8.047800000000000000e+04 1.985437411349266768e-04 2.222126058768481016e-04 4.458587500266730785e-04 4.774387634824961424e-04
-7.220000000000000000e+03 -3.667440000000000000e+05 -8.048400000000000000e+04 8.403523679589852691e-05 3.037453861907124519e-04 1.616763620404526591e-04 1.480011560488492250e-04
-6.183000000000000000e+03 -3.667500000000000000e+05 -8.047900000000000000e+04 1.688482007011771202e-04 3.458207356743514538e-04 4.898623446933925152e-04 3.672594611998647451e-04
-5.125000000000000000e+03 -3.666900000000000000e+05 -8.048200000000000000e+04 4.557633947115391493e-04 4.038716142531484365e-04 3.212133306078612804e-04 4.565693088807165623e-04
-4.122000000000000000e+03 -3.667520000000000000e+05 -8.048700000000000000e+04 2.332062576897442341e-04 5.978845292702317238e-04 3.497138677630573511e-04 2.513786021154373884e-04
-3.085000000000000000e+03 -3.667360000000000000e+05 -8.048700000000000000e+04 1.946609263541176915e-04 2.236519067082554102e-04 3.587348619475960732e-04 3.436680999584496021e-04
-2.090000000000000000e+03 -3.667460000000000000e+05 -8.048400000000000000e+04 7.726109470240771770e-05 4.415609873831272125e-04 4.042946384288370609e-04 2.918259706348180771e-04
-1.095000000000000000e+03 -3.667440000000000000e+05 -8.048000000000000000e+04 5.121602953295223415e-05 6.476957787526771426e-05 3.438307903707027435e-04 4.188257153145968914e-04
-6.900000000000000000e+01 -3.667460000000000000e+05 -8.048700000000000000e+04 4.829168319702148438e-04 3.301452670712023973e-04 8.549219637643545866e-05 3.992731217294931412e-04
1.108000000000000000e+03 -3.667480000000000000e+05 -8.048400000000000000e+04 2.560333523433655500e-04 3.785590233746916056e-04 3.592307621147483587e-04 7.429092511301860213e-05
2.089000000000000000e+03 -3.667440000000000000e+05 -8.048400000000000000e+04 2.392173046246170998e-04 3.456612466834485531e-04 1.725253969198092818e-04 2.148030471289530396e-04
3.087000000000000000e+03 -3.667440000000000000e+05 -8.048200000000000000e+04 4.772829706780612469e-04 3.605827223509550095e-04 4.548578290268778801e-04 2.976513933390378952e-04
4.139000000000000000e+03 -3.667440000000000000e+05 -8.047700000000000000e+04 4.602033295668661594e-04 1.523783284937962890e-04 3.865930193569511175e-04 1.560931996209546924e-04
5.092000000000000000e+03 -3.667440000000000000e+05 -8.047900000000000000e+04 4.526028351392596960e-04 3.551055851858109236e-04 1.951126032508909702e-04 1.833962014643475413e-04
6.220000000000000000e+03 -3.667460000000000000e+05 -8.047900000000000000e+04 5.933321663178503513e-04 4.908914343104697764e-05 1.435563608538359404e-04 3.077946894336491823e-04
7.027000000000000000e+03 -3.666970000000000000e+05 -8.048300000000000000e+04 2.376830525463446975e-04 3.875800466630607843e-04 3.377482353243976831e-04 4.057255282532423735e-04
8.190000000000000000e+03 -3.666940000000000000e+05 -8.047600000000000000e+04 3.047427453566342592e-04 1.353684783680364490e-04 1.278208364965394139e-04 3.449106588959693909e-04
9.224000000000000000e+03 -3.667460000000000000e+05 -8.047800000000000000e+04 3.163377405144274235e-04 9.591834532329812646e-05 3.679607762023806572e-04 4.552131576929241419e-04
1.021900000000000000e+04 -3.667480000000000000e+05 -8.048100000000000000e+04 1.019527626340277493e-04 2.263248607050627470e-04 3.855779650621116161e-04 5.004766280762851238e-04
1.125100000000000000e+04 -3.667510000000000000e+05 -8.048100000000000000e+04 1.882588403532281518e-04 1.699656859273090959e-04 3.778987738769501448e-04 3.952727420255541801e-04
1.227100000000000000e+04 -3.667500000000000000e+05 -8.048200000000000000e+04 2.569543139543384314e-04 3.469988587312400341e-04 2.299543120898306370e-04 1.802430051611736417e-04
